0.0,1.0,2.0,3.0,4.0,5.0,6.0
262.169921184797,273.19122566509407,738.9084150646772,1380.4170742004756,1640.7713018405755,2169.236853948224,2434.595211275491
242.42125906544624,261.3278207737422,604.7040238665027,1420.672590712764,1662.4732210477043,2153.6299698817174,2371.9159966533807
269.14349908474486,259.96872735806215,574.601809696962,1339.9233996902,1658.310828584215,2164.8426938483963,2381.122614346239
271.1327446997651,243.55541619031533,609.674794580065,1221.6475040234839,1642.1858303510837,2122.7100551117937,2405.0957127284796
271.36924805370586,300.24791397333985,593.7727546210431,1343.0835892607488,1651.7457400388314,2078.452035821843,2423.984047495746
265.5764696890454,345.77637632326014,590.0332423738232,1264.5125855828182,1670.3283318633082,2169.414749912599,2383.3229045095964
267.3363606397625,368.32277435160665,572.9309822327654,1214.8163370631453,1659.6058808680887,2169.135355744888,2416.732405893645
262.8182587106516,311.4464999265108,619.2528832222997,1347.7103893963285,1648.247639151822,2176.813099947087,2405.1232783845603
260.93323215266,349.17385720814013,615.0284245975022,1269.7330741039068,1669.4312093892586,2180.792277026898,2400.953020368027
250.87946366124507,356.0429538759862,553.0237653369812,1474.3299268751864,1686.9181782097305,2180.6996479662007,2348.418007556386
