return_0_means,return_1_means,return_diff_means,return_0_stds,return_1_stds,return_diff_stds,powers
0.09978999999999999,0.09951,0.00028000000000000025,0.007757634948874561,0.006201201496484371,0.009679958677597751,0.05230578276858758
0.09721,0.09867000000000001,-0.0014599999999999988,0.006660397886012517,0.006505082628222335,0.00916942746304261,0.12215932068636019
0.09834999999999999,0.1002,-0.0018499999999999996,0.006485560885536423,0.007159608927867499,0.00959127207413073,0.156989021845881
0.09661,0.09665000000000001,-4.0000000000001426e-05,0.0066093040480825205,0.006391596044807589,0.00889766261441734,0.0500556192546264
0.099,0.10013999999999999,-0.0011400000000000002,0.005872818744010409,0.0062865252723583315,0.008086433082639092,0.10623713968803189
0.10073,0.09844,0.0022899999999999995,0.007191807839479583,0.005017608992338881,0.009535245146298024,0.21770948085271521
0.09888,0.09649999999999999,0.00238,0.006193189808168324,0.0060514461081629094,0.008320793231417304,0.2887933221567493
0.10097000000000002,0.10052000000000001,0.0004500000000000001,0.006328040771044384,0.007332093834642325,0.009472196155063511,0.05623422561812817
0.09786,0.09852,-0.0006600000000000003,0.006609114918050677,0.006402312082365245,0.008045769074488777,0.06871636210343174
0.09753,0.09919,-0.0016599999999999987,0.0069393155282059344,0.008186507191714914,0.010708613355612389,0.11830229991159923
0.09895,0.10008,-0.0011299999999999997,0.007249310312022792,0.007055040751122562,0.010029361893959155,0.08560501764064099
0.09892000000000001,0.09867999999999999,0.0002399999999999991,0.006702506993655434,0.0062759541107308935,0.00860362714208374,0.05214420579975167
0.09968,0.09955,0.00013000000000000124,0.0067407417989417155,0.006704662556758543,0.009687006761636951,0.05049577106448527
0.09939999999999997,0.09827000000000002,0.001130000000000001,0.007282170006255003,0.006404069018990973,0.009174317413301112,0.09268698232956388
0.09817000000000002,0.09732000000000002,0.00085,0.008007877371688454,0.006395904939881456,0.008854518620455885,0.07572422687495103
0.09839,0.09851000000000001,-0.00012000000000000067,0.006656793522410018,0.0059594378929560135,0.009198130244783448,0.05046852184752426
0.09981000000000001,0.09818000000000002,0.0016299999999999986,0.005968157169512211,0.006912857585687701,0.008009875155082006,0.1694391406066594
0.10039999999999999,0.09917,0.0012299999999999989,0.006601514977639602,0.006975392462076955,0.009065434352528288,0.10200271427871356
0.09915000000000003,0.10011,-0.00096,0.0074042217686938585,0.005709019180209504,0.009588451386955039,0.0780138727549328
0.09785999999999997,0.09764000000000003,0.00021999999999999852,0.007407455703546259,0.005870298118494496,0.00933871511504661,0.05152868163240787
0.09917,0.09924,-7.000000000000089e-05,0.0065296324551999095,0.007289883400987975,0.009213039672116907,0.050158881968840066
0.09972000000000002,0.09823,0.0014900000000000002,0.0069059105120179475,0.007155564268455704,0.009980225448355362,0.11323817475296753
0.09904000000000002,0.09799,0.0010500000000000006,0.006532870731921763,0.007740471561862365,0.009072072530574257,0.08760676056612554
0.09964,0.10003999999999999,-0.00039999999999999953,0.008076533910038389,0.007195026059716531,0.010729398864801325,0.053833671107800976
0.09885999999999999,0.09818999999999999,0.0006700000000000009,0.004945745646512768,0.006076915335924963,0.007477706867750299,0.07237221094824209
0.09885000000000002,0.09813,0.0007200000000000009,0.005612708793443679,0.007389052713305001,0.008191556628626822,0.0715197612963281
0.09871,0.09942000000000001,-0.0007100000000000001,0.007597427196097373,0.008643702910211574,0.011519153614740972,0.06051964155504737
0.10024000000000001,0.09737,0.0028699999999999993,0.006479382686645388,0.00613417476112313,0.008236995811580824,0.40055207530136727
0.0987,0.09836,0.00033999999999999975,0.006599242380758567,0.007374984745746936,0.009388524910762074,0.05361703618160117
0.09911000000000002,0.09901,9.999999999999926e-05,0.005881572918871278,0.006209259215075499,0.009375499986667379,0.05031313847805721
0.09839,0.0984,-1.0000000000000287e-05,0.007419090240723589,0.006797793759742936,0.008936156892087337,0.05000344621775005
0.09969000000000001,0.09850999999999999,0.0011799999999999994,0.007574886137758112,0.006007070833609339,0.007856054989624247,0.11402788680273762
0.10056999999999999,0.09825999999999999,0.0023099999999999983,0.007260860830507634,0.006212278165053462,0.009532518030405187,0.22081050478215206
0.09893,0.09904000000000002,-0.00010999999999999872,0.007245695273747027,0.006593056954099516,0.008550608165504955,0.05045556924329936
0.09829000000000003,0.09982999999999999,-0.0015400000000000004,0.0066453668070318,0.007208751625628392,0.009308512233434514,0.12805684655893454
0.09967000000000002,0.09743,0.0022399999999999985,0.00637464508815981,0.00564978760662735,0.008474219728092963,0.2537840780941379
0.09805,0.09944999999999998,-0.0013999999999999998,0.007437909652583849,0.0062803264246374954,0.008981091247727082,0.11908827538395583
0.09870000000000001,0.10038,-0.0016799999999999996,0.005563272418280449,0.006891705159102498,0.007732890791935445,0.18660291883253405
0.09918,0.09911000000000002,7.0000000000002e-05,0.006366129122158928,0.007915990146532522,0.010050875583748911,0.050133495297930875
0.09828999999999999,0.09799999999999999,0.00028999999999999913,0.0062474714885303794,0.00678159273327439,0.009405897086402767,0.05262015398393316
0.09902,0.09842000000000001,0.0005999999999999992,0.006794085663280969,0.006467116822819888,0.008584287972802404,0.06355040833381209
0.09730999999999998,0.09859000000000001,-0.0012799999999999995,0.0055847023197302115,0.005472376083567356,0.008413180135953349,0.11573315768150394
0.09954,0.09915000000000002,0.00039000000000000037,0.0073361025074626645,0.006858024496894131,0.00886751938255564,0.055340190406927
0.09899,0.10004000000000002,-0.0010500000000000004,0.006978173113358539,0.005952176072664518,0.009746409595333043,0.08250567404399298
0.09798,0.09787000000000001,0.00010999999999999954,0.009683986782312335,0.009932678390041631,0.009220786300527738,0.05039173789987325
0.10031000000000001,0.10046,-0.00015000000000000042,0.006192648867810931,0.006166717116910748,0.007913437938089869,0.05098936415552964
0.09968000000000002,0.09754999999999998,0.00213,0.006719196380520516,0.007181399585039117,0.009235155656511698,0.20440464671716582
0.09851000000000001,0.10116,-0.0026499999999999996,0.006168054798718961,0.006033605887029745,0.009247837585079011,0.2896656026329707
0.09937,0.09869000000000001,0.0006800000000000009,0.006888983959917457,0.00742623053776275,0.010113238848163333,0.06253289953114854
0.09888000000000002,0.09847999999999998,0.00040000000000000175,0.006761331229868862,0.006292821306854343,0.009451983918733675,0.05494315835554402
0.09979999999999999,0.09815,0.0016499999999999996,0.007122499561249547,0.006937759004174186,0.008172667863066502,0.16751034863841185
0.09964,0.09777999999999999,0.0018599999999999999,0.00771235372632765,0.006991537742156584,0.010263547145115083,0.14412125093199166
0.09884,0.10059,-0.0017500000000000003,0.007409075515879158,0.006944559021277016,0.00882510623165523,0.16325196795905733
0.09666999999999999,0.09840000000000002,-0.0017300000000000002,0.0068517224111897595,0.006335613624582864,0.0093526520303067,0.1481675775955649
0.0984,0.09838,2.0000000000000296e-05,0.00579396237474839,0.007479010629755786,0.00959059956415656,0.050011967796431495
0.09791999999999998,0.09885999999999999,-0.0009400000000000014,0.007086861082312819,0.006587897995567326,0.009677107005711985,0.07634717670758648
0.09943999999999999,0.09768000000000003,0.0017600000000000014,0.006492796007884431,0.006115357716438181,0.009052756486286374,0.15874297815176555
0.09738000000000001,0.09744,-5.999999999999811e-05,0.007322267408392021,0.007118033436279996,0.010980728573277823,0.050082168292820126
0.09952,0.09942000000000001,9.999999999999982e-05,0.006331634859971001,0.007390101487801098,0.0085146931829632,0.050379668818853404
0.09888,0.09982999999999999,-0.00095,0.005965366711276013,0.00647271967568502,0.008072948655850598,0.08889893297456031
0.10102,0.09979,0.0012300000000000002,0.007194414500152183,0.006230642021493451,0.010519130192178436,0.0883978616650065
0.09905,0.09834999999999999,0.0006999999999999992,0.0073336552959625805,0.006651503589414955,0.00882043082847998,0.06750677526827217
0.09783000000000001,0.09885999999999999,-0.0010300000000000005,0.006177871801842444,0.0076857270313224115,0.009930966720314795,0.08009256547426163
0.09825999999999999,0.09947999999999999,-0.0012199999999999997,0.007012303473181976,0.006540611592198393,0.008058635120167681,0.11506938117398666
0.0999,0.09857,0.0013300000000000005,0.007733692520394124,0.007798083097787558,0.009348053273275673,0.10730192155841882
0.09693000000000002,0.09915000000000002,-0.00222,0.007496005602986167,0.005108081831764248,0.009575050913702757,0.2060691177482682
0.09903,0.09725,0.0017799999999999997,0.006590455219482188,0.006280326424637497,0.008991751775933319,0.1628548462845282
0.09786999999999998,0.09993,-0.00206,0.006807209413555602,0.007072488953685258,0.008810017026090246,0.20879565543960124
0.09878999999999998,0.09712,0.0016699999999999985,0.007267798841465001,0.006622356076201278,0.010489809340498044,0.12213827833071716
0.09837999999999997,0.09878999999999999,-0.00041000000000000037,0.006328949359885888,0.005074534461406287,0.006806386706616074,0.060044849679431654
0.09806000000000001,0.10004000000000002,-0.0019799999999999996,0.006419221136555431,0.0063268001390908496,0.007963642382729149,0.22998058070556773
