815.9163696289063,1.0
826.9785827636719,1.0
715.5607482910157,1.0
631.170703125,1.0
659.4349792480468,1.0
511.03444213867186,1.0
382.3407775878906,1.0
270.7777099609375,1.0
172.30158081054688,0.8
207.4720031738281,1.0
127.30709228515624,1.0
145.56064453125,1.0
103.13472290039063,1.0
78.99376220703125,0.9
206.07315673828126,1.0
257.4556396484375,0.9
56.187353515625,0.9
94.9148193359375,1.0
86.97803344726563,1.0
75.8597900390625,0.9
151.38441772460936,1.0
76.052978515625,0.9
430.5998596191406,1.0
168.2577697753906,0.9
191.45774536132814,1.0
244.53783569335937,1.0
330.50734252929686,1.0
380.3903442382813,1.0
746.6734680175781,1.0
53.96749572753906,0.8
-816.8074096679687,0.2
762.9721801757812,1.0
767.8364135742188,1.0
1563.328466796875,1.0
881.9827697753906,1.0
575.060888671875,1.0
1390.6773071289062,1.0
1260.2811401367187,1.0
1936.5235961914063,1.0
1293.878369140625,1.0
-623.9352584838867,0.1
2653.3119995117186,1.0
1798.764959716797,1.0
2770.508514404297,1.0
2613.664447021484,0.9
4198.103076171875,1.0
332.478377532959,0.2
3559.2587646484376,1.0
4006.7041015625,1.0
4347.782043457031,1.0
3298.683184814453,1.0
2657.281359863281,1.0
3414.4259643554688,1.0
2328.5896423339846,0.8
2325.1593475341797,1.0
1110.4977478027345,0.3
1802.5316986083985,0.6
1896.0690307617188,0.8
1067.3904388427734,0.6
5194.645153808594,0.8
4599.4769287109375,1.0
6769.972094726562,0.9
5785.540600585938,1.0
3065.32978515625,0.8
4124.523583984375,0.7
2471.413433837891,0.5
4728.262768554688,0.9
4448.493676757813,0.8
3233.7009887695312,0.4
4254.429516601563,0.9
7342.324389648437,1.0
5771.238525390625,1.0
5129.46376953125,0.6
9455.862036132812,0.8
3132.949951171875,0.7
2232.376385498047,0.5
5343.65126953125,0.8
3239.803088378906,0.6
2573.0985900878904,0.6
1210.9284057617188,0.5
9400.43974609375,1.0
8612.738549804688,0.7
5191.982568359375,0.6
1855.781494140625,0.4
3380.62529296875,0.4
974.469775390625,0.3
3113.6046875,0.5
7209.883740234375,0.6
3075.95888671875,0.5
1675.0845703125,0.3
2052.5974609375,0.3
5465.077978515625,0.5
1102.8185546875,0.3
1587.111279296875,0.3
6265.279833984375,0.6
4107.344189453125,0.5
5424.258984375,0.5
6920.7873046875,0.6
4901.306201171875,0.5
4371.22958984375,0.5
2812.15927734375,0.3
2966.83984375,0.4
5202.043359375,0.4
-56.3615234375,0.1
3793.6544921875,0.4
6816.48251953125,0.6
5725.37861328125,0.5
8523.115771484376,0.7
-756.179052734375,0.1
3726.965478515625,0.4
3392.101611328125,0.3
6171.037548828125,0.6
13006.308203125,0.9
6815.02158203125,0.6
4721.168359375,0.5
7642.728125,0.6
9024.112939453125,0.7
6028.27451171875,0.5
1214.884033203125,0.2
6023.75341796875,0.5
5075.0251953125,0.5
7762.199951171875,0.6
10300.972119140624,0.8
10759.423974609375,0.8
5995.817626953125,0.5
3286.815087890625,0.3
4702.7818359375,0.4
7934.457666015625,0.7
7076.22763671875,0.6
9146.60322265625,0.7
6922.98974609375,0.6
3456.315673828125,0.3
4621.020068359375,0.5
5723.39990234375,0.5
4922.980810546875,0.4
7467.564794921875,0.6
9037.059716796875,0.7
5463.734912109375,0.5
9146.56767578125,0.7
6016.04443359375,0.5
4273.4056640625,0.4
10648.264892578125,0.8
5392.881982421875,0.5
4595.52841796875,0.4
3739.070947265625,0.4
4712.676513671875,0.4
6593.5755859375,0.5
2082.300537109375,0.3
6212.90556640625,0.5
2650.872998046875,0.3
7901.985107421875,0.6
4764.2412109375,0.4
7022.539501953125,0.6
2158.029638671875,0.3
6641.6634765625,0.5
7970.056494140625,0.6
8212.244091796874,0.6
5589.82900390625,0.5
7510.839111328125,0.6
2268.976513671875,0.3
6276.541650390625,0.5
5966.788037109375,0.5
2469.068798828125,0.3
6602.649267578125,0.5
6383.25712890625,0.5
8092.31171875,0.6
2805.567822265625,0.3
4060.28017578125,0.4
4365.750830078125,0.4
6564.710791015625,0.5
3622.700146484375,0.4
4431.0232421875,0.4
5690.173681640625,0.5
7919.008447265625,0.6
8118.408154296875,0.6
7058.045361328125,0.5
4150.939208984375,0.4
6069.4849609375,0.5
6691.17734375,0.5
8083.173486328125,0.6
10212.847802734375,0.9
6668.69443359375,0.5
5005.81552734375,0.4
8516.57919921875,0.6
2617.59599609375,0.7
6570.7015625,0.5
9943.37861328125,0.7
3385.062158203125,0.3
3535.97900390625,0.3
6813.242626953125,0.5
5699.706103515625,0.5
2689.316552734375,0.3
9487.946630859375,0.7
5006.9568359375,0.4
6830.273388671875,0.5
5797.13330078125,0.5
6652.36748046875,0.5
3659.3328125,0.3
5263.792822265625,0.4
8293.088623046875,0.6
