,0,1,2,3
0,-1.2515212505132212,-0.45705768661500656,-1.2756492184715758,-0.3844209713864375
1,-1.2575717209660435,-0.3671535658387364,-0.437139795605698,-0.2953502312128181
2,-1.0416079777479754,-1.1082547451725273,-0.3397098959209762,0.009389037876555886
3,-1.087084618105121,0.45966664757162773,-0.2493839459555699,-0.9053778241837409
4,0.0,0.0,0.0,0.0
5,-0.12115242636787439,0.672078545959506,-0.12019380697478657,0.8899999999999996
6,-0.010640701955237817,-0.01034607457621683,0.7787010647028031,0.9999999999999998
7,0.0,0.0,0.0,0.0
8,-0.4381910856158084,-0.1925649221076094,-1.346080315361886,-0.3805009072677303
9,-0.3976084216284372,0.12257029792486678,-0.44930982061214503,-1.234834846030059
10,0.0,0.0,0.0,0.0
11,0.3467168834673309,0.352596057554703,-0.4509347079114895,0.566556109999999
12,-0.33376089540350495,0.4540111260346873,0.4533876546305095,0.6732889999999991
13,0.7810999999999994,0.5574287833281644,0.5662755522270703,-0.2279848863509026
14,0.0,0.0,0.0,0.0
15,0.2,-0.03996000000000001,0.0,-0.36000000000000004
16,-0.4419247816201267,-0.31768070709320745,-1.2618361644201734,0.15007819248795357
17,-0.06272265112435316,0.044719948613983915,0.0392096599252058,0.2527188269768885
18,-0.6515740500926305,0.14807830127230598,0.14576973915299835,0.35628164341099866
19,0.4608905488999988,-0.5447554876930053,0.2510767460311782,0.4576267717431383
20,0.5665063574605848,0.04139484820405645,0.2691868634281505,0.3785758125441562
21,0.6718299989493095,0.10437845295087492,0.26448298839517725,-0.5233488737074258
22,0.0,0.0,0.0,0.0
23,-0.0488,-0.21083067200000002,-0.6057648,-0.495128
24,0.03398794927898466,-0.9592060398777181,-0.9595207839885791,0.048689722320048354
25,0.15019163870711957,-0.8557498227394895,-0.08097803531052286,0.09702604055028273
26,0.2526156756737193,-0.8285887574782489,-0.10188703609412887,-0.8929741977139565
27,0.0,0.0,0.0,0.0
28,0.3310081987999823,-0.9364275919966563,-0.509558607488,-0.08462312660569091
29,0.33101277726777073,-0.720198209557492,-0.10987521495756357,-0.12594446341906673
30,-0.6052579200000001,-0.691123664,-0.06437155119621157,-0.08169768000000001
31,-0.07440480000000001,-0.6000624000000001,-0.06619232000000001,-0.2
